text	label
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 02/04/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Cartório Expedida Autos n. 2005/001517. Certifico e dou fé que, em cumprimento ao determinado, encaminho os autos ao arquivo para que aguardem provocação da parte interessada. Nada mais. Campinas, 24 de abril de 2017.	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Recebidos os Autos do Tribunal de Justiça	H:Ativo
Conclusos para Decisão Autos 2526/06	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Arquivado Provisoriamente - Execução Frustrada execução frustrada	H:Suspenso
Arquivamento Provisório - Cumprimento de Sentença Digital Certifico e dou fé que procedi ao cadastro do cumprimento de sentença sob nº 0012364-51.2017 interposto por Elizabeth Wenzel Leme dos Santos Franco Marcondes x Fazenda do Estado de São Paulo, ficando estes autos suspensos.	H:Suspenso
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Suspenso
Certidão de Publicação Expedida Relação :0209/2019 Data da Disponibilização: 12/03/2019 Data da Publicação: 13/03/2019 Número do Diário: 2765 Página: 1968/1994	H:Ativo
Autos Entregues em Carga ao Advogado do Autor Rua Dona Maria Paula 123 tel:3638-9800 est: Gabriel Honorio Girlanda RG:37.839.264-5 1° ao 4° vol Tipo de local de destino: Advogado Especificação do local de destino: Messias Tadeu de Oliveira Bento Falleiros	H:Ativo
Autos Destruídos Sem documentos (originais) para desentranhar	H:Arquivado
Arquivado Provisoriamente arquivo provisório	H:Suspenso
Contrarrazões Juntada Nº Protocolo: WFPA.16.70077845-0 Tipo da Petição: Contrarrazões de Apelação Data: 06/04/2016 19:00	H:Ativo
Expedição de documento	H:Ativo
Carta Precatória Digitalizada	H:Arquivado
Tipo do Movimento:Conclusão ao Juiz Juiz:CARLO ARTUR BASILICO	H:Ativo
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara de Fazenda Pública	H:Suspenso
Suspensão do Prazo Prazo referente ao usuário foi alterado para 24/08/2018 devido à alteração da tabela de feriados	H:Ativo
Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva A SENHA FOI ENCAMINHADA VIA EMAIL E AS PEÇAS FÍSICAS VIA MALOTE.	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0318/2019 Data da Disponibilização: 25/03/2019 Data da Publicação: 26/03/2019 Número do Diário: 2774 Página: 1474/1492	H:Ativo
Arquivado Definitivamente	H:Arquivado
Enviado Para 2ª Inst No Lote 2016/ 160 Recebimento -2ª Inst.(Sra/Df) Ação Trabalhista (Ordinário)	H:Ativo
Despacho Defiro. Anote-se. S.P., 06.11.2018 (Despacho proferido no Ofício 24/18, de CCP 1, deferindo o prazo de 30 dias úteis, requerido pela Contadoria).	H:Ativo
Decisão	H:Ativo
Certidão de Publicação Expedida Relação :0256/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 1703/1716	H:Ativo
Conclusos para Sentença	H:Ativo
Arquivado Definitivamente Proc. Criminal Cx. 3707/18 1º e 2º Vols.	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Decurso de Prazo DECURSO DE PRAZO	H:Arquivado
Tipo do Movimento:Juntada - Petição Número do Documento:201901479612 - Proger Comarca da Capital	H:Ativo
Arquivado Definitivamente 2677/2018	H:Arquivado
Enviado Para Juizo De Primeiro Grau	H:Arquivado
Arquivado Definitivamente PACOTE Nº 13.059/2017	H:Arquivado
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Recebidos os Autos da Procuradoria do Estado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da Vara das Execuções Fiscais Estaduais	H:Arquivado
Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Baixa Definitiva	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 24/07/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE	H:Ativo
Documento Juntado	H:Arquivado
AR Positivo Juntado Juntada de AR : AR954542619TJ Situação : Cumprido Modelo : Processo Digital - Carta - Citação - Rito Comum - Usucapião - Registros Públicos - NOVO CPC Destinatário : Sidnei Machado Diligência : 15/03/2019	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Certidão - Emissão Contingência-Excepcional Expedida (BNMP 2.0) Certidão - Emissão Contingência-Excepcional - Mandados de Prisão - (Exclusivo BNMP 2.0)	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ	H:Arquivado
Certidão de Cartório Expedida C E R T I D Ã OCertifico e dou fé que em cumprimento ao r. Despacho de fls. 133, promovo a remessa dos autos ao arquivo geral com a anotação de extinção. Nada Mais. Pirapozinho, 09 de novembro de 2016. Eu, ___, Flavio Ferreira Da Silva, Escrevente T. Judiciário.	H:Arquivado
Certidão de Publicação Expedida Relação :0302/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1864/1874	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Certidão de Publicação Expedida Relação :0051/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: 2753 Página: 3566/3570	H:Suspenso
Certidão de Publicação Expedida Relação :0011/2019 Data da Disponibilização: 30/01/2019 Data da Publicação: 31/01/2019 Número do Diário: 2738 Página: 1658/1659	H:Ativo
Certidão de Publicação Expedida Relação :0060/2019 Data da Disponibilização: 19/03/2019 Data da Publicação: 20/03/2019 Número do Diário: 2770 Página: 2404/2424	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Autos nº 2742/11, 1º volume - embargos à execução Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Certidão de Publicação Expedida Relação :1173/2017 Data da Disponibilização: 23/01/2018 Data da Publicação: 24/01/2018 Número do Diário: 2503 Página: 889/914	H:Ativo
Início da Execução Juntado 0002221-98.2017.8.26.0053 - Cumprimento Provisório de Sentença	H:Ativo
Incidente Processual Instaurado Seq.: 03 - Precatório	H:Arquivado
Remetidos os Autos à Minuta	H:Ativo
Tema 9 - IRDR - ICMS - Energia - TUSD - TUST	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 05/04/2019 devido à alteração da tabela de feriados	H:Ativo
Intimação Juntada Nº Protocolo: WSBG.18.70001982-8 Tipo da Petição: Intimação Data: 08/03/2018 14:35	H:Ativo
Conclusos para Despacho	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução Fiscal - Número: 80007 - Protocolo: FJMJ15014224139	H:Ativo
Mudança de Classe Processual	H:Ativo
Expedição de documento	H:Arquivado
Conclusos para Despacho	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Baixa Definitiva arquivo geral - cx. 6152/2019	H:Arquivado
Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva	H:Arquivado
Recebidos os Autos da Procuradoria do Estado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da Vara das Execuções Fiscais Estaduais	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivamento Provisório - Cumprimento de Sentença Digital	H:Suspenso
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.	H:Ativo
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 02/07/2019 devido à alteração da tabela de feriados	H:Ativo
Remetidos os Autos para o Ministério Público para Ciência Dr. Julio Tipo de local de destino: Ministério Público Especificação do local de destino: Ministério Público Vencimento: 04/04/2019	H:Ativo
Certidão de Cartório Expedida OS AUTOS DO EMBARGOS À EXEUÇÃO ENCONTRAM-SE EM GRAU DE RECURSO	H:Ativo
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 01/05/2025 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :1393/2018 Data da Disponibilização: 09/11/2018 Data da Publicação: 26/11/2018 Número do Diário: 2697 Página: 1474-1480	H:Ativo
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico que a parte ré não se manifestou sobre ato retro.	H:Ativo
Arquivado Definitivamente EXTINTO NOS TERMOS DO ART 924, II DO CPC- 1 AO 3 VOL	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0160/2019 Data da Disponibilização: 21/02/2019 Data da Publicação: 22/02/2019 Número do Diário: 2754 Página: 1705/1732	H:Ativo
Autos no Prazo Prazo 05/02/2019 (dec)	H:Ativo
Arquivado Definitivamente	H:Arquivado
Mudança de Classe Processual	H:Arquivado
Mandado Juntado	H:Ativo
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados já remetido	H:Arquivado
Baixa Definitiva	H:Arquivado
Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Petição Juntada Nº Protocolo: WFPA.17.80010205-0 Tipo da Petição: Petição Intermediária Data: 16/02/2017 14:25	H:Ativo
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Disponibilizado (A) O(A) Notificação No Diário Da Justiça Eletrônico	H:Ativo
Certidão de Cartório Expedida C E R T I D Ã OCertifico e dou fé que, desde 14/11/17, os presentes autos estiveram em poder da:( ) Procuradoria da exequente;() Defensoria;() Ministério Público;( x) Advogado(a) Dra. Luciana Martins,() Perito(a) ___________________________________________________,() Outros: ____________________________________________________, sendo recebidos em cartório nesta data: 25/04/18() com a manifestação retro ou( x) sem manifestação.O referido é verdade.Nada Mais.	H:Suspenso
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados 2539/2018	H:Arquivado
Recebido pelo Distribuidor (movimentação exclusiva do distribuidor)	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Autos no Prazo	H:Ativo
Remetidos os Autos FÍSICOS Digitalizados ao Arquivo - Comunicado 903/2017 PACOTE 9714/2018 IP	H:Ativo
Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Certidão de Publicação Expedida Relação :0101/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: 2777 Página: 2231	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 10/05/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente MAÇO 1697/16 - R 9001965072455	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 12ª Vara de Fazenda Pública	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Petição Juntada Nº Protocolo: WJMJ.19.40191266-1 Tipo da Petição: Petições Diversas Data: 15/02/2019 09:48	H:Ativo
Arquivado Provisoriamente - Execução Frustrada	H:Suspenso
Petição Juntada Nº Protocolo: WPUE.18.70000954-7 Tipo da Petição: Petições Diversas Data: 23/01/2018 12:38	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE 13306/18 (4 VOLS.)	H:Ativo
Recebidos os Autos do Tribunal de Justiça Data do julgamento: 30/10/2018 Trânsito em julgado: Tipo de julgamento: Acórdão Decisão: Deram provimento em parte aos recursos. V. U. Situação do provimento: Provimento em Parte Relator: Marrey Uint	H:Ativo
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 3ª Vara de Fazenda Pública	H:Ativo
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PAC-9639/19- 2 vols	H:Suspenso
Autos Destruídos AUTOS DESTRUÍDOS NOS TERMOS DO PROVIMENTO N. 1670/2009 DO E. CONSELHO SUPERIOR DA MAGISTRATURA	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:9683Maço recebido pelo arquivo em:05/09/2018Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Trânsito em Julgado às partes - com Baixa Cx 8725/2016	H:Arquivado
Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Execução de Título Extrajudicial - Número: 80018 - Protocolo: FBDO19000114526	H:Ativo
Petição Juntada Nº Protocolo: WOCO.16.70012695-9 Tipo da Petição: Petições Diversas Data: 01/02/2016 15:08	H:Ativo
Petição Juntada Nº Protocolo: WFPA.17.80004061-5 Tipo da Petição: Petição Intermediária Data: 23/01/2017 17:17	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução Fiscal - Número: 80006 - Protocolo: FJMJ18013494740	H:Suspenso
Certidão de Publicação Expedida Relação :0090/2018 Data da Disponibilização: 27/03/2018 Data da Publicação: 28/03/2018 Número do Diário: 2544 Página: 512/524	H:Ativo
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Bacen Jud Negativo Juntado	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado 1º e 2º Vols. Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0105/2019 Data da Disponibilização: 01/03/2019 Data da Publicação: 07/03/2019 Número do Diário: 2760 Página: 226/229	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 124 transitou em julgado em 17/11/2017. Certifico ainda que o processo foi baixado definitivamente no sistema.	H:Arquivado
Tipo do Movimento:Juntada - Petição Número do Documento:201806790043 - Prog Comarca de Niterói	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução de Título Extrajudicial - Número: 80021 - Protocolo: FJAB18000489469	H:Ativo
Baixa Definitiva	H:Arquivado
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Arquivado Definitivamente ARQUIVO DEFINITIVO - CX 3710/2015	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Recebidos Os Autos (Retorno Do Tst)	H:Ativo
Decurso de Prazo DECURSO 13ª	H:Ativo
Certidão de Publicação Expedida Relação :0211/2016 Data da Publicação: 15/04/2016 Data da Disponibilização: 14/04/2016 Número do Diário: 2096 Página: 1081/1083	H:Arquivado
Baixa Definitiva	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pacote nº 11.758/17 (1º e 2º volumes).	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 62 transitou em julgado em 27/09/2018	H:Arquivado
Certidão de Publicação Expedida Relação :0196/2018 Data da Disponibilização: 17/04/2018 Data da Publicação: 18/04/2018 Número do Diário: 2557 Página: 1197/1201	H:Ativo
Remetidos os Autos para a Administração - Destruição Edital de destruição de autos civeis nº 01/2018	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para a Procuradoria do INSS 2 volumes Tipo de local de destino: INSS Especificação do local de destino: INSS Vencimento: 10/05/2019	H:Ativo
Certidão de Cartório Expedida Certidão de devolução de pedido de diligência	H:Ativo
Certidão de Publicação Expedida Relação :0160/2019 Data da Disponibilização: 21/03/2019 Data da Publicação: 22/03/2019 Número do Diário: 2772 Página: 1453/1464	H:Ativo
Arquivado Definitivamente	H:Arquivado
Guia Juntada	H:Arquivado
Certidão de Cartório Expedida Arquivamento com baixa definitiva	H:Arquivado
Nro Da Relação: 148/2017 Data: 24/04/2017 Qtde Vols.: 4 Arquivamento De Ação Trabalhista (Ordinário)	H:Arquivado
Arquivado Definitivamente Autos Remetidos ao Arquivo Geral Pacote 7322/2015	H:Arquivado
AR Positivo Juntado	H:Arquivado
Decisão	H:Ativo
Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico que a sentença de fls. retro transitou em julgado  em 17/10/2017 .	H:Arquivado
Trânsito em Julgado às partes - Proc. em Andamento Certidão - Trânsito em Julgado	H:Ativo
Arquivado Definitivamente	H:Arquivado
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80002 - Protocolo: FFPA19000072753	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0035/2019 Data da Disponibilização: 13/03/2019 Data da Publicação: 14/03/2019 Número do Diário: 2766 Página: 1320/1347	H:Ativo
Certidão de Publicação Expedida Relação :0070/2016 Data da Disponibilização: 30/09/2016 Data da Publicação: 03/10/2016 Número do Diário: 2212 Página: 481	H:Arquivado
Suspensão do Prazo Prazo referente à movimentação foi alterado para 08/04/2019 devido à alteração da tabela de feriados	H:Ativo
Petição Juntada Nº Protocolo: WFPA.19.70130452-7 Tipo da Petição: Petições Diversas Data: 18/03/2019 17:04	H:Ativo
Petição Juntada Nº Protocolo: WOCO.19.70067762-1 Tipo da Petição: Petições Diversas Data: 21/03/2019 10:44	H:Ativo
Número Do Protocolo: 10963754Nome: Maria De Fátima Alves Silva De Jesus Protocolo De Petição De Manifestação Sobre Cálculos	H:Ativo
Mudança de Classe Processual	H:Arquivado
Suspensão do Prazo Prazo referente à movimentação foi alterado para 02/10/2017 devido à alteração da tabela de feriados	H:Suspenso
Decisão	H:Ativo
Arquivado Definitivamente	H:Arquivado
Baixa Definitiva Ofício nº 770/17 de 23/03/17 - 2ª VEC. de Taubaté - SP. Execução Penal nº 1.137.021 - Sentenciado Jonathan Irineu Lacerda - Decisão de 27/04/2016 - Deferido indulto pleno e declarada extinta a pena privativa de liberdade, com fundamento no artigo 192 da LEP e artigo 107, inciso II, do Código Penal	H:Arquivado
Tipo do Movimento:Juntada de Mandado 	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente Conforme fls.357	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:1861Maço recebido pelo arquivo em:18/12/2015Local de arquivamento:Arquivo Regional de Rio Bonito	H:Arquivado
Petição Juntada Nº Protocolo: WFPA.18.70510749-0 Tipo da Petição: Petições Diversas Data: 11/12/2018 18:05	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:600/605	H:Ativo
Certidão de Publicação Expedida Relação :0103/2018 Data da Disponibilização: 29/05/2018 Data da Publicação: 30/05/2018 Número do Diário: 2585 Página: 1232/1252	H:Arquivado
Certidão de Publicação Expedida Relação :0227/2015 Data da Disponibilização: 17/11/2015 Data da Publicação: 18/11/2015 Número do Diário: 2009 Página:	H:Arquivado
Trânsito em Julgado às partes - com Baixa transitou em julgado em 21/09/2016 para as partes	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Ato ordinatório praticado ATO ORDINATÓRIO - ARQUIVAMENTO DE PROCESSO- 11383	H:Arquivado
Arquivado Provisoriamente AG REMESSA AO ARQUIVO	H:Suspenso
Serventuário Juntada de Petição 22/02/2019	H:Suspenso
Arquivado Provisoriamente - Execução Frustrada	H:Suspenso
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80017 - Protocolo: FFPA18002290680	H:Ativo
Incidente Processual Instaurado Seq.: 04 - Requisição de Pequeno Valor	H:Ativo
Certidão de Publicação Expedida Relação :0141/2019 Data da Disponibilização: 13/03/2019 Data da Publicação: 14/03/2019 Número do Diário: 2766 Página: 1611/1615	H:Ativo
Certidão de Publicação Expedida Relação :0398/2015 Data da Disponibilização: 10/08/2015 Data da Publicação: 11/08/2015 Número do Diário: 1942 Página: 1754/1756	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 07/06/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 22 transitou em julgado em 30/05/2016. Certifico ainda que o processo foi baixado definitivamente no sistema. Nada Mais.	H:Arquivado
Certidão de Publicação Expedida Relação :0131/2019 Data da Disponibilização: 15/03/2019 Data da Publicação: 18/03/2019 Número do Diário: 2768 Página: 1926	H:Ativo
Expedição de documento	H:Arquivado
Autos Destruídos EDITAL 11/2017 - DESTRU´ÍDOS EM 31 DE JANEIRO DE 2018 - TERMO CIRCUNSTANCIADO EM 11 DE ABRIL DE 2018	H:Arquivado
Certidão de Cartório Expedida Certifico e dou fé que efetuei a extinção do processo junto ao SAJ e encaminhei os autos ao arquivo.	H:Arquivado
Ofício Expedido Ofício - Genérico	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 01/08/2019 devido à alteração da tabela de feriados	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 24/08/2018 devido à alteração da tabela de feriados	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Ato ordinatório Manifeste-se o autos sobre as contestações ofertadas.	H:Ativo
Arquivado Definitivamente pacote 9340/2016	H:Arquivado
Certidão de Publicação Expedida Relação :0296/2018 Data da Disponibilização: 22/06/2018 Data da Publicação: 25/06/2018 Número do Diário: 2601 Página: 2526/2531	H:Arquivado
Serventuário Arquivo Agosto	H:Suspenso
Decisão	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Baixa Definitiva	H:Arquivado
Petição Juntada Nº Protocolo: WRPR.19.80004488-4 Tipo da Petição: Contestação Data: 20/03/2019 21:28	H:Ativo
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados RETORNO AO ARQUIVO NO PACOTE 186/2016	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Baixa Definitiva edital agosto/16 - conhecimento (M4)	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Definitivamente	H:Arquivado
Autos no Prazo	H:Ativo
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 15/03/2019 devido à alteração da tabela de feriados	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0050/2019 Data da Disponibilização: 18/03/2019 Data da Publicação: 19/03/2019 Número do Diário: 2769 Página: 176/207	H:Ativo
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Certidão de Objeto e Pé Expedida	H:Ativo
Certidão de Publicação Expedida Relação :0119/2019 Data da Disponibilização: 19/03/2019 Data da Publicação: 20/03/2019 Número do Diário: 2770 Página: 2060/2061	H:Ativo
Arquivado Definitivamente	H:Arquivado
Remessa do Arquivo 2142/18	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Arquivado Provisoriamente arquivo provisório	H:Suspenso
Certidão de Publicação Expedida Relação :0095/2019 Data da Disponibilização: 14/03/2019 Data da Publicação: 15/03/2019 Número do Diário: 2767 Página: 2797/2811	H:Ativo
Recebido pelo Distribuidor (movimentação exclusiva do distribuidor) Remessa Definitiva à Vara Federal	H:Ativo
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 17/04/2019 devido à alteração da tabela de feriados	H:Ativo
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Comum - Número: 80005 - Protocolo: FFPA18001146683	H:Ativo
Arquivado Definitivamente Ajustar planilha	H:Arquivado
Remetido ao DJE Relação: 0054/2019 Teor do ato: Controle n° 1765/2013 Vistos. 1. Ciência do retorno dos autos. 2. Cumpra-se a r.decisão proferida. 3. Apense-se aos autos principais. 4. Requeira a parte interessada, em dez dias, em termos de prosseguimento. Intime-se. Advogados(s): Israel Moreira de Azevedo (OAB 61593/SP), Tatiana Iazzetti Figueiredo (OAB 258974/SP), Mario Eduardo Alves (OAB 23374/SP), Vanderley das Neves Silva (OAB 354309/SP)	H:Ativo
Início da Execução Juntado 0001776-17.2016.8.26.0053 - Cumprimento Provisório de Sentença	H:Ativo
Decisão	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Disponibilização no Diário da Justiça Eletrônico	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Remetidos os Autos à Minuta AG. MINUTA - 14/03	H:Ativo
Baixa Definitiva	H:Arquivado
Autos no Prazo ag prazo protocolo 26/07/19 decurso 02/08/19	H:Ativo
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:4373Maço recebido pelo arquivo em:01/04/2016Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Auto de Depósito Juntado Juntada a petição diversa - Tipo: Auto de Depósito em Ação Penal - Procedimento Ordinário - Número: 80001 - Protocolo: FTSR17000098285	H:Arquivado
Ofício Juntado	H:Arquivado
Certidão de Publicação Expedida Relação :0325/2019 Data da Disponibilização: 26/03/2019 Data da Publicação: 27/03/2019 Número do Diário: 2775 Página: 1830/1840	H:Ativo
Arquivado Definitivamente Arquivado no pacote 3675/2017	H:Arquivado
